R;G;B;A;Count
236;226;0;39;1
238;228;0;44;1
240;230;0;49;1
242;232;0;49;1
240;230;0;45;1
240;230;0;42;1
240;230;0;35;1
242;232;0;15;1
232;222;0;12;2
255;245;29;15;2
238;228;0;16;1
255;245;27;10;1
255;245;23;14;1
255;245;15;27;2
255;244;11;26;1
255;244;11;23;1
255;244;11;19;1
255;244;11;17;1
255;245;13;11;2
255;245;15;12;2
226;216;0;14;1
226;216;0;11;2
214;205;0;31;1
255;244;3;20;2
255;244;0;22;1
255;244;5;23;2
255;244;5;19;1
255;246;55;9;3
255;246;55;10;3
255;246;55;8;1
255;246;55;0;204
140;104;104;0;8251
221;210;0;0;39
221;210;0;255;143
171;160;0;0;116454
255;249;136;0;2268
255;249;136;255;2003
169;169;169;0;4
84;84;84;0;185
3;3;3;255;1771
31;10;236;0;239
52;39;39;0;72499
52;39;39;255;5338
224;204;205;255;4
21;0;1;255;7279
173;125;123;255;2443
199;164;163;0;233
173;125;123;0;36
199;164;163;255;2347
134;97;95;255;338
121;14;14;0;7964
185;57;44;0;95895
94;72;70;255;166
171;199;243;0;88
85;56;56;255;3
95;62;62;255;3
107;71;71;255;19
136;104;101;213;38
8;0;0;1;1
120;88;57;255;14
83;61;39;255;4
62;10;10;255;4
117;90;90;255;117
86;66;66;255;45
30;28;28;255;32
23;19;19;255;23
32;29;34;255;1
30;21;24;255;8
36;27;27;255;1
27;26;26;255;4
130;77;75;255;14
76;42;41;255;4
70;44;44;255;39
65;41;41;255;11
74;17;17;0;24
166;130;130;255;404
198;175;175;255;181
170;143;145;255;4
47;35;40;255;1
91;73;85;255;1
9;1;1;255;1
18;10;10;255;1
11;3;3;255;1
16;7;9;255;1
114;90;106;255;1
5;5;5;255;30
191;155;153;0;225
16;1;2;255;3932
18;1;2;255;2297
151;36;36;255;212
191;51;51;255;71
25;25;18;255;1082
101;80;93;255;458
78;63;73;255;594
53;43;50;255;468
35;28;32;255;254
134;107;123;255;34
45;15;13;255;34
65;48;56;255;122
64;21;19;255;50
26;15;9;255;4
47;17;14;255;9
67;24;20;255;51
50;19;15;255;4
71;27;21;255;61
84;32;25;255;55
59;22;17;255;2
41;25;26;255;145
52;32;33;255;108
72;43;45;255;323
96;57;58;255;342
141;79;82;255;9
6;0;0;0;38
6;0;0;255;3495
33;9;8;255;127
28;18;20;255;38
176;168;170;255;71
129;122;123;255;29
39;7;8;255;20
53;4;4;255;78
158;11;15;0;42
49;10;10;255;9
67;0;1;255;76
89;0;1;255;12
85;6;8;255;94
189;103;99;0;5464
92;7;7;255;66
69;5;5;255;12
158;11;15;255;102
115;8;11;255;14
201;137;130;255;1363
215;168;163;255;1322
84;80;81;255;14
63;14;14;255;54
230;184;179;255;1423
106;4;4;255;7
50;10;10;255;2
64;14;14;255;3
85;19;19;255;46
189;103;99;255;532
132;49;50;255;161
53;7;22;255;236
87;0;29;255;769
120;0;36;255;465
153;0;44;255;192
61;47;46;0;6
61;47;46;255;16
33;8;8;255;1
177;152;149;0;10065
177;152;149;255;3535
17;0;0;255;1087
103;55;7;255;247
195;155;7;255;15
5;0;0;255;843
177;160;179;255;3811
138;120;137;255;4604
95;82;94;255;1214
104;69;78;255;374
182;123;141;255;375
103;43;53;255;422
174;67;83;255;517
34;16;16;255;1
106;98;135;255;165
23;2;3;255;1
155;149;178;255;560
193;189;207;255;838
7;0;0;255;3496
74;63;64;255;136
66;53;53;255;144
82;67;67;255;38
74;61;61;255;60
94;77;77;255;18
54;47;45;128;76
172;190;219;0;11
207;156;155;0;4
169;141;255;0;151
169;141;255;255;466
192;182;248;0;665
192;182;248;255;380
123;80;254;255;210
107;0;0;255;186
179;0;0;255;175
131;0;0;255;202
114;26;26;255;260
86;19;19;255;89
83;0;0;255;12
38;23;219;0;382
135;83;7;255;321
151;151;151;0;206
99;99;99;255;1098
179;135;7;255;97
223;203;0;255;66
99;99;99;0;16
170;88;183;255;94
207;121;214;255;194
219;154;224;255;444
156;200;204;255;10
156;200;205;255;7
104;152;156;255;1
157;201;205;255;1
103;151;156;255;3
103;151;155;255;2
112;25;25;255;70
79;17;17;255;39
116;57;73;255;10
167;83;106;255;8
210;60;183;255;3986
226;128;216;255;6278
222;89;204;255;1314
55;111;86;255;1446
69;151;116;255;804
38;76;59;255;719
159;235;199;255;177
48;64;54;255;108
128;107;107;255;118
165;140;140;255;171
197;178;178;255;72
27;75;11;255;1416
35;91;19;255;1782
19;59;7;255;771
95;155;0;255;24
163;211;55;255;22
11;43;0;255;122
57;167;155;255;261
91;199;187;255;131
44;130;121;255;97
135;135;135;255;316
188;118;117;255;88
21;21;21;255;710
19;19;19;255;44
49;11;11;255;499
24;24;16;255;83
68;53;53;255;813
3;0;0;255;43730
72;49;49;255;12336
51;245;55;0;4
19;4;4;255;22
3;0;0;0;10
4;0;0;255;5424
161;123;143;255;2
4;0;0;0;5
71;49;49;255;506
133;86;86;255;4
133;87;87;255;26
72;49;49;0;15725
128;84;84;255;95
127;83;83;255;175
175;117;117;255;40
201;165;165;255;174
126;83;83;255;5
127;82;82;255;10
136;88;88;0;4
179;119;119;0;10
110;132;168;255;2712
189;203;226;255;2936
73;91;122;255;384
68;85;114;255;296
255;247;153;1;2600
255;247;153;2;1884
255;247;153;3;1212
255;247;153;4;920
255;255;190;1;140
255;255;190;4;120
255;255;190;9;72
255;255;190;15;72
255;255;190;19;16
255;255;190;22;64
255;255;190;24;80
255;247;153;5;736
255;255;190;31;32
255;255;190;42;48
255;255;190;53;48
255;255;190;62;16
255;255;190;68;16
255;255;190;71;64
255;247;153;6;612
255;255;190;12;32
255;255;190;37;32
255;255;190;52;16
255;255;190;67;32
255;255;190;80;32
255;255;190;94;32
255;255;190;107;32
255;255;190;115;16
255;255;190;119;64
255;255;190;121;64
255;247;153;7;600
255;247;153;8;424
255;255;190;64;16
255;255;190;85;16
255;255;190;104;16
255;255;190;134;48
255;255;190;147;16
255;247;153;9;416
255;247;153;10;344
255;255;190;7;36
255;255;190;18;60
255;255;190;61;16
255;255;190;89;16
255;255;190;142;16
255;247;153;11;336
255;247;153;12;328
255;255;190;45;32
255;255;190;77;16
255;255;190;112;32
255;255;190;143;16
255;255;190;145;32
255;255;190;125;32
255;247;153;13;236
255;247;153;14;304
255;247;153;15;232
255;255;190;82;16
255;255;190;151;16
255;255;190;83;16
255;255;190;76;16
255;247;153;16;216
255;247;153;17;236
255;247;153;18;252
255;255;190;33;36
255;255;190;122;16
255;255;190;100;16
255;255;190;27;16
255;247;153;19;136
255;247;153;20;216
255;247;153;21;220
255;247;153;22;112
255;255;190;49;16
255;255;190;98;32
255;255;190;168;16
255;255;190;131;16
255;255;190;92;16
255;255;190;65;16
255;255;190;46;16
255;247;153;23;164
255;247;153;24;136
255;247;153;25;200
255;247;153;26;140
255;255;190;58;16
255;255;190;187;16
255;255;190;148;16
255;255;190;28;16
255;255;190;13;16
255;247;153;27;116
255;247;153;28;108
255;247;153;30;184
255;247;153;31;160
255;247;153;29;76
255;247;153;32;92
255;247;153;34;92
255;247;153;35;172
255;247;153;36;76
255;247;153;37;100
255;247;153;38;120
255;247;153;40;84
255;247;153;41;72
255;247;153;42;100
255;247;153;43;96
255;247;153;33;76
255;247;153;45;36
255;247;153;46;40
255;247;153;48;72
255;247;153;50;128
255;247;153;51;68
255;247;153;49;72
255;247;153;47;92
255;247;153;44;140
255;247;153;52;44
255;247;153;54;124
255;247;153;56;32
255;247;153;58;72
255;247;153;59;108
255;247;153;57;92
255;247;153;55;68
255;247;153;39;88
255;247;153;62;88
255;247;153;64;48
255;247;153;66;92
255;247;153;67;52
255;247;153;68;92
255;247;153;69;24
255;247;153;60;28
255;247;153;65;64
255;247;153;71;36
255;247;153;74;100
255;247;153;76;20
255;247;153;77;52
255;247;153;78;104
255;247;153;70;52
255;247;153;81;60
255;247;153;84;76
255;247;153;86;32
255;247;153;87;60
255;247;153;88;88
255;247;153;89;92
255;247;153;53;20
255;247;153;75;40
255;247;153;79;36
255;247;153;91;16
255;247;153;94;68
255;247;153;97;68
255;247;153;98;40
255;247;153;100;44
255;247;153;99;64
255;247;153;92;24
255;247;153;61;52
255;247;153;72;28
255;247;153;83;28
255;247;153;103;28
255;247;153;106;32
255;247;153;109;64
255;247;153;111;48
255;247;153;112;40
255;247;153;102;44
255;247;153;93;32
255;247;153;104;36
255;247;153;110;36
255;247;153;114;64
255;247;153;117;12
255;247;153;121;36
255;247;153;123;44
255;247;153;124;28
255;247;153;125;32
255;247;153;80;24
255;247;153;73;36
255;247;153;82;20
255;247;153;96;24
255;247;153;115;32
255;247;153;130;44
255;247;153;133;52
255;247;153;136;20
255;247;153;137;88
255;247;153;135;20
255;247;153;129;24
255;247;153;126;52
255;247;153;105;60
255;247;153;120;56
255;247;153;138;36
255;247;153;142;12
255;247;153;146;36
255;247;153;149;52
255;247;153;151;48
255;247;153;150;48
255;247;153;148;36
255;247;153;132;44
255;247;153;127;16
255;247;153;122;36
255;247;153;144;36
255;247;153;155;52
255;247;153;159;56
255;247;153;162;36
255;247;153;163;36
255;247;153;141;20
255;247;153;161;28
255;247;153;167;40
255;247;153;171;12
255;247;153;175;24
255;247;153;177;44
255;247;153;172;24
255;247;153;140;28
255;247;153;95;20
255;247;153;113;20
255;247;153;158;8
255;247;153;173;24
255;247;153;179;36
255;247;153;184;24
255;247;153;188;8
255;247;153;189;24
255;247;153;190;48
255;247;153;187;56
255;247;153;166;28
255;247;153;160;16
255;247;153;169;36
255;247;153;178;36
255;247;153;185;24
255;247;153;196;24
255;247;153;199;28
255;247;153;201;64
255;247;153;202;16
255;247;153;200;4
255;247;153;195;48
255;247;153;194;12
255;247;153;207;28
255;247;153;210;28
255;247;153;213;40
255;247;153;211;24
255;247;153;204;28
255;247;153;216;24
255;247;153;220;44
255;247;153;223;44
255;247;153;224;16
255;247;153;225;16
255;247;153;229;8
255;247;153;232;32
255;247;153;233;48
255;247;153;230;24
255;247;153;212;36
255;247;153;205;4
255;247;153;174;16
255;247;153;118;28
255;247;153;143;24
255;247;153;154;20
255;247;153;191;16
255;247;153;227;12
255;247;153;238;20
255;247;153;240;36
255;247;153;241;12
255;247;153;237;12
255;247;153;226;20
255;247;153;219;8
255;247;153;183;20
255;247;153;239;24
255;247;153;243;20
255;247;153;246;32
255;247;153;247;12
255;247;153;244;16
255;247;153;217;8
255;247;153;248;16
255;247;153;251;24
255;247;153;252;8
255;247;153;250;16
255;247;153;221;20
255;247;153;176;16
255;247;153;245;4
255;247;153;253;16
255;247;153;254;16
255;247;153;164;12
255;247;153;255;4
255;247;153;108;8
255;247;153;63;8
255;247;153;197;4
255;247;153;214;4
255;247;153;206;8
255;247;153;119;8
255;247;153;147;4
255;247;153;85;4
255;247;153;181;8
255;247;153;198;4
255;247;153;180;4
255;247;153;101;4
255;247;153;168;4
255;247;153;228;4
255;247;153;170;4
255;247;153;236;4
255;247;153;134;8
255;247;153;208;4
255;247;153;182;4
255;247;153;209;4
255;247;153;157;4
255;247;153;0;3146
137;0;0;0;7082
137;0;0;255;3156
88;0;0;255;1020
10;10;10;255;2088
30;30;30;255;14533
88;0;0;0;35697
49;49;49;0;2649
76;76;76;255;3558
30;30;30;0;104822
255;255;190;0;92
76;76;76;0;87974
101;71;60;255;370
125;88;74;255;45
89;89;89;255;150
123;123;123;255;209
118;118;118;255;296
55;55;55;255;21
80;80;80;255;92
108;108;108;255;160
255;255;132;255;377
35;0;0;255;1
5;4;4;255;6012
76;58;46;255;1080
124;94;75;255;11808
171;137;116;255;882
