R;G;B;A;Count;FileCount
121;14;14;35;18;1
121;14;14;10;8;1
121;14;14;31;62;2
121;14;14;69;10;1
121;14;14;104;5;1
121;14;14;118;11;1
121;14;14;120;8;1
121;14;14;121;11;1
121;14;14;134;14;1
121;14;14;161;4;1
121;14;14;189;9;1
121;14;14;203;7;1
121;14;14;201;7;1
121;14;14;197;7;1
121;14;14;192;34;2
121;14;14;179;35;2
121;14;14;153;11;1
121;14;14;57;7;1
121;14;14;25;65;2
121;14;14;18;21;1
121;14;14;70;12;1
121;14;14;167;10;1
121;14;14;182;5;1
121;14;14;195;8;1
121;14;14;209;13;1
121;14;14;221;13;1
121;14;14;230;13;2
121;14;14;234;15;1
121;14;14;233;14;1
121;14;14;232;16;1
121;14;14;235;7;1
121;14;14;241;26;1
121;14;14;246;20;1
121;14;14;249;31;1
121;14;14;247;32;1
121;14;14;239;10;1
121;14;14;226;11;1
121;14;14;210;10;1
121;14;14;144;11;1
121;14;14;92;6;1
121;14;14;4;10;1
121;14;14;34;15;1
121;14;14;58;9;1
121;14;14;126;9;1
121;14;14;146;9;1
121;14;14;155;12;1
121;14;14;173;2;1
121;14;14;194;4;1
121;14;14;244;12;1
121;14;14;119;9;1
121;14;14;80;38;2
121;14;14;54;11;1
121;14;14;41;8;1
121;14;14;30;15;1
121;14;14;22;11;1
121;14;14;19;14;1
121;14;14;23;9;1
121;14;14;29;11;1
121;14;14;86;5;1
121;14;14;163;6;1
121;14;14;237;17;1
121;14;14;242;18;1
121;14;14;245;23;1
121;14;14;248;23;1
121;14;14;252;38;1
121;14;14;251;44;1
121;14;14;250;37;1
121;14;14;253;77;1
121;14;14;227;17;2
121;14;14;6;8;1
121;14;14;37;13;1
121;14;14;113;34;2
121;14;14;174;4;1
121;14;14;185;10;1
121;14;14;213;9;1
121;14;14;231;9;1
121;14;14;236;6;1
121;14;14;212;13;1
121;14;14;151;13;1
121;14;14;106;9;1
121;14;14;93;4;1
121;14;14;33;13;1
121;14;14;20;13;1
121;14;14;47;11;1
121;14;14;53;10;1
121;14;14;81;6;1
121;14;14;55;11;1
121;14;14;44;7;1
121;14;14;26;19;1
121;14;14;24;11;1
121;14;14;40;14;1
121;14;14;91;7;1
121;14;14;150;29;2
121;14;14;254;70;1
121;14;14;225;15;1
121;14;14;98;10;1
121;14;14;148;6;1
121;14;14;206;9;1
121;14;14;219;7;1
121;14;14;223;12;1
121;14;14;208;8;1
121;14;14;196;7;1
121;14;14;127;6;1
121;14;14;50;5;1
121;14;14;89;8;1
121;14;14;131;9;1
121;14;14;136;9;1
121;14;14;135;8;1
121;14;14;143;12;1
121;14;14;168;6;1
121;14;14;152;9;1
121;14;14;110;3;1
121;14;14;88;5;1
121;14;14;63;10;1
121;14;14;15;7;1
121;14;14;49;8;1
121;14;14;193;24;2
121;14;14;186;8;1
121;14;14;101;9;1
121;14;14;240;38;2
121;14;14;243;15;1
121;14;14;204;11;1
121;14;14;61;8;1
121;14;14;183;3;1
121;14;14;224;20;2
121;14;14;216;69;2
121;14;14;238;8;1
121;14;14;218;7;1
121;14;14;200;24;2
121;14;14;175;6;1
121;14;14;100;8;1
121;14;14;42;10;1
121;14;14;188;12;1
121;14;14;108;8;1
121;14;14;95;5;1
121;14;14;176;4;1
121;14;14;112;12;1
121;14;14;162;8;1
121;14;14;171;9;1
121;14;14;62;37;2
121;14;14;123;30;2
121;14;14;60;10;1
121;14;14;2;4;1
79;9;9;254;4;1
121;14;14;228;12;1
121;14;14;164;9;1
121;14;14;36;8;1
121;14;14;207;5;1
121;14;14;83;10;1
121;14;14;140;5;1
60;7;7;254;1;1
79;9;9;253;2;1
121;14;14;215;15;1
121;14;14;8;12;1
68;21;27;255;62;1
121;14;14;142;3;1
121;14;14;64;1;1
8;0;0;254;1;1
8;0;0;252;1;1
60;7;7;252;1;1
121;14;14;229;6;1
121;14;14;130;5;1
121;14;14;133;8;1
121;14;14;75;6;1
121;14;14;28;14;1
121;14;14;82;5;1
121;14;14;103;4;1
121;14;14;190;7;1
121;14;14;205;4;1
121;14;14;72;7;1
121;14;14;157;5;1
121;14;14;202;6;1
121;14;14;76;38;2
121;14;14;165;6;1
121;14;14;191;4;1
121;14;14;158;9;1
121;14;14;141;7;1
121;14;14;178;8;1
121;14;14;122;9;1
121;14;14;74;6;1
121;14;14;132;5;1
121;14;14;145;6;1
121;14;14;160;3;1
121;14;14;169;7;1
121;14;14;114;8;1
121;14;14;102;8;1
121;14;14;117;8;1
121;14;14;16;30;2
121;14;14;51;7;1
121;14;14;66;8;1
121;14;14;90;4;1
121;14;14;214;8;1
121;14;14;13;11;1
121;14;14;12;9;1
121;14;14;147;5;1
121;14;14;39;112;2
121;14;14;97;9;1
121;14;14;71;6;1
121;14;14;125;2;1
121;14;14;43;8;1
121;14;14;149;8;1
121;14;14;159;82;2
121;14;14;7;9;1
121;14;14;222;7;1
121;14;14;124;3;1
121;14;14;111;6;1
121;14;14;181;5;1
121;14;14;166;32;2
121;14;14;138;2;1
121;14;14;9;4;1
121;14;14;99;3;1
121;14;14;67;9;1
121;14;14;96;86;2
121;14;14;154;1;1
185;185;185;255;44;1
146;104;90;0;1013;3
168;124;106;255;595;2
64;42;32;0;67396;1
64;42;32;255;297;1
122;14;14;25;4;4
140;98;57;227;6;1
140;98;57;200;16;1
140;98;57;166;25;1
140;98;57;123;27;1
140;98;57;80;29;1
140;98;57;39;106;1
140;98;57;16;24;1
140;98;57;224;12;1
140;98;57;240;25;1
140;98;57;179;24;1
140;98;57;216;62;1
140;98;57;192;27;1
140;98;57;128;27;1
140;98;57;159;80;1
140;98;57;113;29;1
140;98;57;76;27;1
140;98;57;96;83;1
140;98;57;31;52;1
140;98;57;230;6;1
140;98;57;193;16;1
140;98;57;150;25;1
140;98;57;105;27;1
140;98;57;62;29;1
140;98;57;25;27;1
45;55;64;227;6;1
45;55;64;200;16;1
45;55;64;166;25;1
45;55;64;123;27;1
45;55;64;80;29;1
45;55;64;39;106;1
45;55;64;16;24;1
45;55;64;224;12;1
45;55;64;240;25;1
45;55;64;179;24;1
45;55;64;216;62;1
45;55;64;192;27;1
45;55;64;128;27;1
45;55;64;159;80;1
45;55;64;113;29;1
45;55;64;76;27;1
45;55;64;96;83;1
45;55;64;31;52;1
45;55;64;230;6;1
45;55;64;193;16;1
45;55;64;150;25;1
45;55;64;105;27;1
45;55;64;62;29;1
45;55;64;25;27;1
117;85;73;255;744;1
168;124;106;227;6;1
168;124;106;200;16;1
168;124;106;166;25;1
168;124;106;123;27;1
168;124;106;80;29;1
168;124;106;39;106;1
168;124;106;16;24;1
168;124;106;224;12;1
168;124;106;240;25;1
168;124;106;179;24;1
168;124;106;216;62;1
168;124;106;192;27;1
168;124;106;128;27;1
168;124;106;159;80;1
168;124;106;113;29;1
168;124;106;76;27;1
168;124;106;96;83;1
168;124;106;31;52;1
168;124;106;230;6;1
168;124;106;193;16;1
168;124;106;150;25;1
168;124;106;105;27;1
168;124;106;62;29;1
168;124;106;25;27;1
56;48;49;255;69;5
83;72;74;255;89;5
174;93;93;0;80;1
245;146;146;255;1171;1
246;196;196;255;2420;1
132;62;62;255;378;1
132;62;62;0;6567;1
174;93;93;255;473;1
245;146;146;0;75;1
29;24;24;255;202;2
58;17;17;255;30;2
86;27;27;255;166;2
29;24;24;0;531;2
65;58;58;255;24;1
54;0;0;255;62;2
86;0;0;255;88;2
163;163;163;255;2014;2
204;204;204;255;149;2
74;70;90;255;15;1
76;64;64;0;54;1
119;109;109;255;1171;1
186;170;170;255;2420;1
48;40;40;255;378;1
48;40;40;0;1212;1
76;64;64;255;473;1
119;109;109;0;75;1
235;222;222;0;4997;1
58;17;17;0;1;1
61;90;100;255;75;1
75;105;114;255;75;1
83;112;122;255;12;1
50;81;91;255;59;1
68;98;107;255;82;1
61;86;78;0;2;1
36;35;35;0;38;2
61;57;57;0;12;3
25;24;24;0;7513;1
23;22;22;255;2426;1
44;41;41;255;1317;1
74;70;70;255;804;1
68;63;63;255;2066;1
54;49;49;255;1430;1
80;14;14;255;36;1
35;34;34;255;24;1
112;21;21;255;30;1
128;35;35;255;21;1
156;48;48;255;9;1
58;14;14;255;19;1
32;30;30;255;212;1
35;33;33;0;44;1
47;44;44;0;32;1
72;67;67;0;20;1
65;60;60;0;6;1
77;77;77;255;1905;2
33;33;33;0;111;2
77;77;77;0;539;1
4;0;0;0;333;2
236;167;162;255;121;1
230;136;130;255;163;1
59;0;0;255;161;3
199;166;195;255;6;1
119;72;72;255;146;1
242;109;125;255;54;1
135;135;135;255;216;5
88;28;25;255;405;2
105;40;37;255;1806;2
79;21;18;255;455;2
88;28;25;0;15;1
105;40;37;0;75;1
79;21;18;0;3;1
180;169;168;255;14420;7
90;84;84;255;10592;7
77;35;35;255;128;1
179;113;113;255;208;1
94;0;0;255;8249;3
196;191;192;255;479;1
194;189;190;255;97;1
251;251;251;255;77;1
151;41;41;255;560;1
189;55;55;255;392;1
151;36;36;255;1296;1
191;51;51;255;903;1
90;84;84;0;8;3
123;44;40;255;170;2
152;55;50;255;659;2
95;34;31;255;269;2
37;30;30;255;200;1
65;52;52;255;64;1
81;64;64;255;106;1
120;95;95;255;41;1
20;11;11;255;397;1
57;29;29;255;71;1
92;46;46;255;211;1
106;52;52;255;301;1
43;23;23;255;344;1
213;211;211;0;216;1
213;211;211;255;4674;1
49;49;49;255;220;1
99;99;99;0;8589;2
163;163;163;0;3;1
117;63;57;0;32;1
156;84;77;0;2;1
156;84;77;255;529;1
219;120;110;255;237;1
117;63;57;255;524;1
189;89;79;255;838;1
77;34;30;255;145;1
189;89;79;0;62;1
112;50;44;255;60;1
112;50;44;0;6;1
77;34;30;0;6;1
154;130;143;255;2;1
104;72;69;255;2932;1
74;51;49;255;1134;1
135;93;90;255;671;1
16;16;16;255;92;1
119;65;65;255;3099;1
149;90;90;255;2673;1
240;240;240;255;172;1
241;241;241;255;9;1
86;46;46;255;1475;1
64;33;33;255;895;1
135;92;92;255;49;1
180;123;123;255;296;1
129;88;88;255;268;1
208;199;179;255;514;1
65;65;65;255;1249;1
160;160;160;255;163;1
115;115;115;255;218;1
235;163;163;255;398;1
219;181;124;255;22;1
255;227;179;255;98;2
159;80;78;255;208;1
35;0;0;255;32;2
181;211;229;255;93;1
130;40;40;255;27;1
208;64;64;255;27;1
145;178;198;255;24;1
90;19;19;255;57;1
115;62;62;255;38;1
48;46;46;0;9;1
82;31;34;0;124;2
122;47;51;0;194;2
162;148;90;0;3;1
180;74;80;255;191;1
180;74;80;0;489;1
63;22;24;255;41;1
63;22;24;0;4125;1
49;16;18;255;37;1
159;140;140;255;4;1
79;23;19;255;24;2
123;51;35;255;35;2
167;87;59;255;21;2
57;181;74;255;490;1
0;70;30;255;240;1
124;197;118;255;90;1
124;197;118;0;10778;1
0;114;54;0;248;1
0;70;30;0;3733;1
147;146;157;255;1490;1
181;174;191;255;2371;1
89;88;98;255;1104;1
105;81;47;255;163;1
61;47;27;255;173;1
222;222;222;255;83;1
206;193;166;255;135;1
148;149;97;255;78;1
87;61;50;255;99;1
62;43;35;255;73;1
147;146;157;0;1;1
206;193;166;0;1;1
62;43;35;0;2;1
105;104;116;255;39;1
175;156;159;255;710;2
217;198;209;255;807;2
131;106;110;255;265;2
221;169;169;255;263;1
180;119;119;0;3062;1
255;203;204;255;284;1
180;119;119;255;95;1
101;63;63;255;36;1
96;77;80;255;4;1
157;122;71;0;2;1
98;71;59;0;70;1
119;0;0;0;282;1
119;0;0;255;320;1
205;128;128;255;17;1
87;0;0;0;103;1
87;0;0;255;104;1
192;83;83;0;729;1
224;105;105;0;5;1
173;27;33;255;76;1
173;27;33;0;51;1
127;19;23;255;48;1
127;19;23;0;123;1
26;26;26;255;1440;3
255;199;135;255;60;1
223;143;91;255;20;1
35;35;35;0;1186;2
44;44;44;0;4;1
161;161;161;255;2069;2
26;26;26;0;353;2
127;126;126;255;10;1
161;161;161;0;382;1
183;183;183;255;2085;1
103;35;35;255;161;1
89;77;95;0;5;1
89;77;95;255;2100;4
115;100;123;255;172;4
115;100;123;0;140;1
68;60;73;255;788;4
68;60;73;0;57;1
47;41;50;255;416;4
47;41;50;0;109;1
188;187;174;255;407;1
216;216;208;255;873;1
166;96;96;255;57;1
159;158;139;255;153;1
